player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
22224AA3,3,0,50000,19351,5723,24926,6002,1001,42997
22224AA3,4,0,50000,21171,5275,23554,5744,948,43308
22224AA3,5,0,50000,24894,2756,22350,6979,1083,41938
22224AA3,6,0,50000,25706,5538,18756,7397,871,41732
22224AA3,7,0,50000,14833,20328,14839,7832,718,41450
22224AA3,8,0,50000,13217,6208,30575,7239,1386,41375
22224AA3,9,0,50000,12630,5889,31481,7249,713,42038
22224AA3,K,0,50000,10461,5312,34227,5830,1835,42335
22224AA3,A,0,50000,5498,5207,39295,3809,1944,44247
22224AA4,3,0,50000,24828,6316,18856,4620,708,44672
22224AA4,4,0,50000,27314,4246,18440,5544,880,43576
22224AA4,5,0,50000,27903,6038,16059,5571,825,43604
22224AA4,6,0,50000,31385,2720,15895,5546,850,43604
22224AA4,7,0,50000,35343,4620,10037,6225,463,43312
22224AA4,8,0,50000,19129,20400,10471,6197,477,43326
22224AA4,9,0,50000,18672,5007,26321,5527,1133,43340
22224AA4,K,0,50000,15708,5459,28833,5303,666,44031
22224AA4,A,0,50000,11017,5678,33305,3064,2067,44869
22224AA5,3,0,50000,31124,6552,12324,1735,288,47977
22224AA5,4,0,50000,32042,5741,12217,1694,280,48026
22224AA5,5,0,50000,33832,5586,10582,1827,206,47967
22224AA5,6,0,50000,34201,5906,9893,1899,238,47863
22224AA5,7,0,50000,39620,2728,7652,1981,184,47835
22224AA5,8,0,50000,39452,4493,6055,2097,110,47793
22224AA5,9,0,50000,23585,20429,5986,2127,121,47752
22224AA5,K,0,50000,21157,6095,22748,1345,877,47778
22224AA5,A,0,50000,16835,6409,26756,524,146,49330
22224AA6,3,0,50000,37559,6358,6083,2117,275,47608
22224AA6,4,0,50000,38653,5463,5884,1996,256,47748
22224AA6,5,0,50000,39602,5299,5099,2023,237,47740
22224AA6,6,0,50000,39396,5057,5547,2028,254,47718
22224AA6,7,0,50000,42151,4151,3698,2180,164,47656
22224AA6,8,0,50000,44113,2148,3739,2164,190,47646
22224AA6,9,0,50000,43920,4176,1904,2276,96,47628
22224AA6,K,0,50000,27289,18890,3821,2251,133,47616
22224AA6,A,0,50000,23011,6484,20505,678,524,48798
22224AAA,3,0,50000,19615,0,30385,11999,2053,35948
22224AAA,4,0,50000,20774,0,29226,12114,1949,35937
22224AAA,5,0,50000,24374,0,25626,12486,1569,35945
22224AAA,6,0,50000,25961,0,24039,12518,1553,35929
22224AAA,7,0,50000,14943,0,35057,14788,1240,33972
22224AAA,8,0,50000,13403,0,36597,13307,2708,33985
22224AAA,9,0,50000,13261,0,36739,12438,2485,35077
22224AAA,K,0,50000,10859,0,39141,10209,2989,36802
22224AAA,A,0,50000,5144,0,44856,6893,3602,39505
2222533A,3,0,50000,37308,6528,6164,3133,414,46453
2222533A,4,0,50000,37391,6236,6373,3081,409,46510
2222533A,5,0,50000,38808,5155,6037,3105,394,46501
2222533A,6,0,50000,39227,5825,4948,3098,350,46552
2222533A,7,0,50000,42543,3457,4000,3215,303,46482
2222533A,8,0,50000,45045,2103,2852,3323,198,46479
2222533A,9,0,50000,42922,5325,1753,3404,131,46465
2222533A,K,0,50000,26228,18869,4903,3144,265,46591
2222533A,A,0,50000,23026,6419,20555,1357,1006,47637
222253A3,3,0,50000,37389,6607,6004,3102,402,46496
222253A3,4,0,50000,37292,6242,6466,3149,432,46419
222253A3,5,0,50000,39004,5071,5925,3099,393,46508
222253A3,6,0,50000,39377,5745,4878,3158,310,46532
222253A3,7,0,50000,42435,3534,4031,3241,271,46488
222253A3,8,0,50000,45065,2081,2854,3262,217,46521
222253A3,9,0,50000,42768,5496,1736,3328,147,46525
222253A3,K,0,50000,26318,18740,4942,3315,291,46394
222253A3,A,0,50000,22955,6536,20509,1301,946,47753
222253AA,3,0,50000,25625,5732,18643,3437,602,45961
222253AA,4,0,50000,26619,5596,17785,4625,749,44626
222253AA,5,0,50000,27738,5404,16858,4716,712,44572
222253AA,6,0,50000,31289,2695,16016,4737,578,44685
222253AA,7,0,50000,34880,4600,10520,5087,401,44512
222253AA,8,0,50000,19355,20531,10114,5129,400,44471
222253AA,9,0,50000,18798,4940,26262,4518,1075,44407
222253AA,K,0,50000,15609,5516,28875,4350,588,45062
222253AA,A,0,50000,10750,5928,33322,2343,1559,46098
222254AA,3,0,50000,31234,6327,12439,1671,280,48049
222254AA,4,0,50000,32124,5624,12252,1767,272,47961
222254AA,5,0,50000,33975,5658,10367,1805,216,47979
222254AA,6,0,50000,34331,5865,9804,1870,232,47898
222254AA,7,0,50000,39606,2799,7595,1976,214,47810
222254AA,8,0,50000,39514,4547,5939,2076,100,47824
222254AA,9,0,50000,23515,20454,6031,2124,157,47719
222254AA,K,0,50000,21307,6109,22584,1293,909,47798
222254AA,A,0,50000,16762,6313,26925,495,151,49354
222255AA,3,0,50000,37754,6394,5852,2085,256,47659
222255AA,4,0,50000,37640,6107,6253,2082,269,47649
222255AA,5,0,50000,40440,3946,5614,2067,280,47653
222255AA,6,0,50000,40387,5703,3910,2111,169,47720
222255AA,7,0,50000,42050,4100,3850,2200,174,47626
222255AA,8,0,50000,44188,2113,3699,2178,149,47673
222255AA,9,0,50000,44020,4226,1754,2255,89,47656
222255AA,K,0,50000,27410,18867,3723,2204,125,47671
222255AA,A,0,50000,23279,6190,20531,699,458,48843
22225A33,3,0,50000,37444,6583,5973,3079,429,46492
22225A33,4,0,50000,37477,6263,6260,3038,401,46561
22225A33,5,0,50000,38783,5133,6084,3012,426,46562
22225A33,6,0,50000,39220,5775,5005,3144,329,46527
22225A33,7,0,50000,42690,3392,3918,3124,301,46575
22225A33,8,0,50000,45017,2034,2949,3227,222,46551
22225A33,9,0,50000,42837,5417,1746,3327,134,46539
22225A33,K,0,50000,26319,18762,4919,3174,262,46564
22225A33,A,0,50000,23150,6428,20422,1414,934,47652
22225A3A,3,0,50000,25794,5789,18417,3530,604,45866
22225A3A,4,0,50000,26600,5567,17833,4505,666,44829
22225A3A,5,0,50000,27646,5285,17069,4617,751,44632
22225A3A,6,0,50000,31452,2694,15854,4660,592,44748
22225A3A,7,0,50000,34937,4489,10574,5057,424,44519
22225A3A,8,0,50000,19240,20490,10270,5272,394,44334
22225A3A,9,0,50000,18519,4804,26677,4456,1165,44379
22225A3A,K,0,50000,15742,5555,28703,4367,587,45046
22225A3A,A,0,50000,10744,5983,33273,2446,1582,45972
22225A4A,3,0,50000,31415,6194,12391,1745,292,47963
22225A4A,4,0,50000,32331,5515,12154,1772,325,47903
22225A4A,5,0,50000,33857,5654,10489,1745,196,48059
22225A4A,6,0,50000,34390,5846,9764,1952,237,47811
22225A4A,7,0,50000,39709,2678,7613,1927,186,47887
22225A4A,8,0,50000,39522,4583,5895,2042,104,47854
22225A4A,9,0,50000,23618,20365,6017,2188,129,47683
22225A4A,K,0,50000,21119,6150,22731,1298,921,47781
22225A4A,A,0,50000,16813,6197,26990,521,164,49315
22225A5A,3,0,50000,37538,6596,5866,2046,268,47686
22225A5A,4,0,50000,37983,5989,6028,1946,269,47785
22225A5A,5,0,50000,40312,3953,5735,2061,284,47655
22225A5A,6,0,50000,40409,5631,3960,2122,201,47677
22225A5A,7,0,50000,42143,4138,3719,2181,171,47648
22225A5A,8,0,50000,44203,2136,3661,2138,187,47675
22225A5A,9,0,50000,43956,4341,1703,2241,72,47687
22225A5A,K,0,50000,27287,18881,3832,2247,118,47635
22225A5A,A,0,50000,23179,6340,20481,649,476,48875
22225AA3,3,0,50000,25942,5731,18327,3578,599,45823
22225AA3,4,0,50000,26810,5521,17669,4542,738,44720
22225AA3,5,0,50000,27617,5433,16950,4642,745,44613
22225AA3,6,0,50000,31464,2599,15937,4834,612,44554
22225AA3,7,0,50000,35119,4399,10482,4987,433,44580
22225AA3,8,0,50000,19357,20307,10336,5225,406,44369
22225AA3,9,0,50000,18534,4869,26597,4415,1043,44542
22225AA3,K,0,50000,15909,5505,28586,4242,521,45237
22225AA3,A,0,50000,10999,6014,32987,2393,1538,46069
22225AA4,3,0,50000,31324,6386,12290,1806,309,47885
22225AA4,4,0,50000,32308,5584,12108,1748,313,47939
22225AA4,5,0,50000,33846,5586,10568,1830,237,47933
22225AA4,6,0,50000,34141,6101,9758,1818,227,47955
22225AA4,7,0,50000,39590,2711,7699,2010,179,47811
22225AA4,8,0,50000,39452,4623,5925,2071,88,47841
22225AA4,9,0,50000,23692,20278,6030,2048,149,47803
22225AA4,K,0,50000,21262,6105,22633,1319,948,47733
22225AA4,A,0,50000,16924,6270,26806,524,153,49323
22225AA5,3,0,50000,37631,6608,5761,2061,265,47674
22225AA5,4,0,50000,37715,6151,6134,2016,303,47681
22225AA5,5,0,50000,40313,3983,5704,2030,266,47704
22225AA5,6,0,50000,40374,5560,4066,2165,177,47658
22225AA5,7,0,50000,42209,4037,3754,2156,181,47663
22225AA5,8,0,50000,44242,2123,3635,2120,166,47714
22225AA5,9,0,50000,44006,4303,1691,2241,72,47687
22225AA5,K,0,50000,27461,18834,3705,2188,124,47688
22225AA5,A,0,50000,23278,6336,20386,675,480,48845
22225AAA,3,0,50000,19685,0,30315,9373,1574,39053
22225AAA,4,0,50000,21006,0,28994,9376,1567,39057
22225AAA,5,0,50000,24468,0,25532,9198,1346,39456
22225AAA,6,0,50000,26103,0,23897,10692,1341,37967
22225AAA,7,0,50000,14504,0,35496,11182,1354,37464
22225AAA,8,0,50000,13362,0,36638,11425,1009,37566
22225AAA,9,0,50000,13346,0,36654,10081,2489,37430
22225AAA,K,0,50000,10586,0,39414,8189,2723,39088
22225AAA,A,0,50000,5134,0,44866,5601,2658,41741
222263AA,3,0,50000,32050,5477,12473,1734,271,47995
222263AA,4,0,50000,32121,6355,11524,1805,259,47936
222263AA,5,0,50000,33147,6361,10492,1868,292,47840
222263AA,6,0,50000,33243,5327,11430,1759,290,47951
222263AA,7,0,50000,39404,2659,7937,1959,192,47849
222263AA,8,0,50000,39819,4594,5587,2070,110,47820
222263AA,9,0,50000,23410,20310,6280,2101,165,47734
222263AA,K,0,50000,21322,6052,22626,1270,937,47793
222263AA,A,0,50000,16484,6310,27206,510,157,49333
222264AA,3,0,50000,37591,6256,6153,2032,274,47694
222264AA,4,0,50000,38848,5304,5848,2053,280,47667
222264AA,5,0,50000,39629,5272,5099,2101,255,47644
222264AA,6,0,50000,39442,4894,5664,2140,256,47604
222264AA,7,0,50000,42194,4138,3668,2226,170,47604
222264AA,8,0,50000,44125,2210,3665,2187,170,47643
222264AA,9,0,50000,43910,4285,1805,2199,110,47691
222264AA,K,0,50000,27307,18800,3893,2262,113,47625
222264AA,A,0,50000,23103,6606,20291,661,483,48856
22226A3A,3,0,50000,32141,5512,12347,1830,294,47876
22226A3A,4,0,50000,32392,6366,11242,1914,262,47824
22226A3A,5,0,50000,33041,6353,10606,1810,250,47940
22226A3A,6,0,50000,33173,5381,11446,1750,284,47966
22226A3A,7,0,50000,39393,2694,7913,1985,172,47843
22226A3A,8,0,50000,39861,4457,5682,2020,109,47871
22226A3A,9,0,50000,23325,20469,6206,2103,170,47727
22226A3A,K,0,50000,21089,6056,22855,1378,890,47732
22226A3A,A,0,50000,16187,6578,27235,562,171,49267
22226A4A,3,0,50000,37775,6223,6002,2088,263,47649
22226A4A,4,0,50000,38565,5396,6039,2004,271,47725
22226A4A,5,0,50000,39596,5258,5146,1994,232,47774
22226A4A,6,0,50000,39599,4975,5426,2030,271,47699
22226A4A,7,0,50000,42170,4159,3671,2189,147,47664
22226A4A,8,0,50000,44080,2185,3735,2149,168,47683
22226A4A,9,0,50000,43829,4239,1932,2245,91,47664
22226A4A,K,0,50000,27418,18690,3892,2208,129,47663
22226A4A,A,0,50000,22935,6535,20530,688,484,48828
22226AA3,3,0,50000,32369,5459,12172,1730,323,47947
22226AA3,4,0,50000,32303,6360,11337,1825,224,47951
22226AA3,5,0,50000,33173,6279,10548,1835,262,47903
22226AA3,6,0,50000,33407,5186,11407,1708,296,47996
22226AA3,7,0,50000,39185,2715,8100,1902,193,47905
22226AA3,8,0,50000,39675,4569,5756,2051,106,47843
22226AA3,9,0,50000,23381,20367,6252,2084,142,47774
22226AA3,K,0,50000,21102,6040,22858,1270,898,47832
22226AA3,A,0,50000,16260,6577,27163,550,166,49284
22226AA4,3,0,50000,37582,6242,6176,2083,249,47668
22226AA4,4,0,50000,38712,5374,5914,2126,303,47571
22226AA4,5,0,50000,39415,5372,5213,2120,249,47631
22226AA4,6,0,50000,39510,4932,5558,2008,252,47740
22226AA4,7,0,50000,42223,4061,3716,2161,179,47660
22226AA4,8,0,50000,43932,2259,3809,2106,204,47690
22226AA4,9,0,50000,43924,4234,1842,2162,78,47760
22226AA4,K,0,50000,27563,18659,3778,2174,138,47688
22226AA4,A,0,50000,22677,6607,20716,657,459,48884
22226AAA,3,0,50000,19640,6370,23990,7538,1108,41354
22226AAA,4,0,50000,21083,6255,22662,7259,977,41764
22226AAA,5,0,50000,24387,2923,22690,8483,1153,40364
22226AAA,6,0,50000,25310,4046,20644,8550,1200,40250
22226AAA,7,0,50000,14696,20670,14634,9149,739,40112
22226AAA,8,0,50000,13015,6319,30666,8874,1094,40032
22226AAA,9,0,50000,13009,5971,31020,9106,595,40299
22226AAA,K,0,50000,10447,5710,33843,7383,2178,40439
22226AAA,A,0,50000,5582,4330,40088,4769,2512,42719
222273AA,3,0,50000,38458,5679,5863,2016,280,47704
222273AA,4,0,50000,38818,5989,5193,2134,266,47600
222273AA,5,0,50000,38613,5511,5876,2100,274,47626
222273AA,6,0,50000,38433,5997,5570,2019,283,47698
222273AA,7,0,50000,41953,3993,4054,2166,200,47634
222273AA,8,0,50000,44462,2193,3345,2213,176,47611
222273AA,9,0,50000,43922,4336,1742,2247,88,47665
222273AA,K,0,50000,27025,19013,3962,2270,137,47593
222273AA,A,0,50000,22575,6718,20707,639,485,48876
22227A3A,3,0,50000,38399,5591,6010,2034,283,47683
22227A3A,4,0,50000,38852,6007,5141,2075,227,47698
22227A3A,5,0,50000,38417,5750,5833,2087,273,47640
22227A3A,6,0,50000,38670,5872,5458,2082,277,47641
22227A3A,7,0,50000,41986,3919,4095,2094,218,47688
22227A3A,8,0,50000,44357,2277,3366,2183,166,47651
22227A3A,9,0,50000,43815,4346,1839,2218,92,47690
22227A3A,K,0,50000,26946,19048,4006,2154,123,47723
22227A3A,A,0,50000,22591,6959,20450,644,494,48862
22227AA3,3,0,50000,38437,5648,5915,2083,269,47648
22227AA3,4,0,50000,38741,5981,5278,2037,258,47705
22227AA3,5,0,50000,38753,5546,5701,2015,242,47743
22227AA3,6,0,50000,38456,5965,5579,2031,271,47698
22227AA3,7,0,50000,41987,3913,4100,2125,180,47695
22227AA3,8,0,50000,44361,2301,3338,2103,164,47733
22227AA3,9,0,50000,43824,4298,1878,2255,105,47640
22227AA3,K,0,50000,27077,18985,3938,2241,144,47615
22227AA3,A,0,50000,22570,6843,20587,665,470,48865
22227AAA,3,0,50000,26421,6273,17306,3789,525,45686
22227AAA,4,0,50000,27125,5746,17129,4929,597,44474
22227AAA,5,0,50000,26501,6328,17171,4856,672,44472
22227AAA,6,0,50000,29350,3003,17647,4826,653,44521
22227AAA,7,0,50000,34900,3621,11479,5184,434,44382
22227AAA,8,0,50000,19495,20540,9965,5284,377,44339
22227AAA,9,0,50000,18707,5385,25908,5097,678,44225
22227AAA,K,0,50000,15698,6014,28288,4912,419,44669
22227AAA,A,0,50000,10882,4998,34120,2738,1926,45336
22228AAA,3,0,50000,32456,6238,11306,905,168,48927
22228AAA,4,0,50000,32030,6137,11833,948,129,48923
22228AAA,5,0,50000,32694,6378,10928,964,116,48920
22228AAA,6,0,50000,32121,6278,11601,898,152,48950
22228AAA,7,0,50000,38357,3045,8598,935,97,48968
22228AAA,8,0,50000,40204,3599,6197,1046,65,48889
22228AAA,9,0,50000,23511,21007,5482,1094,68,48838
22228AAA,K,0,50000,21508,6388,22104,687,454,48859
22228AAA,A,0,50000,16947,5511,27542,0,0,50000
22229AAA,3,0,50000,37922,6338,5740,1063,134,48803
22229AAA,4,0,50000,38206,6031,5763,1044,132,48824
22229AAA,5,0,50000,39030,5261,5709,1076,130,48794
22229AAA,6,0,50000,38410,6037,5553,1011,128,48861
22229AAA,7,0,50000,41640,4249,4111,1118,83,48799
22229AAA,8,0,50000,43671,2406,3923,1035,91,48874
22229AAA,9,0,50000,44417,3540,2043,1081,68,48851
22229AAA,K,0,50000,27635,19275,3090,1194,43,48763
22229AAA,A,0,50000,23488,5796,20716,0,0,50000
22232333,4,0,50000,36563,6845,6592,4002,567,45431
22232333,5,0,50000,37357,6261,6382,4046,633,45321
22232333,6,0,50000,38259,5844,5897,4059,509,45432
22232333,7,0,50000,43346,2680,3974,4167,385,45448
22232333,8,0,50000,45707,2093,2200,4428,187,45385
22232333,9,0,50000,41786,6452,1762,4441,178,45381
22232333,K,0,50000,25243,18809,5948,4188,420,45392
22232333,A,0,50000,22891,6558,20551,1984,1489,46527
2223233A,3,0,50000,24365,6872,18763,2303,450,47247
2223233A,4,0,50000,25135,5424,19441,3125,604,46271
2223233A,5,0,50000,28071,3627,18302,3210,593,46197
2223233A,6,0,50000,32408,2262,15330,3278,379,46343
2223233A,7,0,50000,35088,5306,9606,3937,266,45797
2223233A,8,0,50000,19367,20177,10456,3915,344,45741
2223233A,9,0,50000,17733,4709,27558,2684,1482,45834
2223233A,K,0,50000,15046,5221,29733,2440,515,47045
2223233A,A,0,50000,11388,5274,33338,1467,729,47804
2223234A,3,0,50000,30979,6481,12540,2639,469,46892
2223234A,4,0,50000,30754,6461,12785,2633,475,46892
2223234A,5,0,50000,32415,5524,12061,2658,372,46970
2223234A,6,0,50000,34797,4404,10799,2672,380,46948
2223234A,7,0,50000,40470,2358,7172,2912,256,46832
2223234A,8,0,50000,39135,5680,5185,3183,155,46662
2223234A,9,0,50000,22753,20095,7152,3026,292,46682
2223234A,K,0,50000,20734,5790,23476,1879,1242,46879
2223234A,A,0,50000,16947,6116,26937,1056,332,48612
2223235A,3,0,50000,37454,6490,6056,3076,423,46501
2223235A,4,0,50000,37304,6414,6282,3042,438,46520
2223235A,5,0,50000,38953,5093,5954,3166,400,46434
2223235A,6,0,50000,39301,5758,4941,3134,331,46535
2223235A,7,0,50000,42601,3410,3989,3177,319,46504
2223235A,8,0,50000,45005,2124,2871,3301,210,46489
2223235A,9,0,50000,42783,5477,1740,3407,112,46481
2223235A,K,0,50000,26254,18812,4934,3239,265,46496
2223235A,A,0,50000,23093,6446,20461,1417,954,47629
222323A3,3,0,50000,24528,6690,18782,2212,432,47356
222323A3,4,0,50000,25230,5517,19253,3108,622,46270
222323A3,5,0,50000,28022,3639,18339,3129,626,46245
222323A3,6,0,50000,32250,2408,15342,3398,430,46172
222323A3,7,0,50000,34865,5377,9758,3758,272,45970
222323A3,8,0,50000,19208,20254,10538,3917,321,45762
222323A3,9,0,50000,17717,4709,27574,2747,1525,45728
222323A3,K,0,50000,15259,5067,29674,2459,558,46983
222323A3,A,0,50000,11382,5386,33232,1451,803,47746
222323A4,3,0,50000,31046,6540,12414,2717,454,46829
222323A4,4,0,50000,30937,6400,12663,2589,409,47002
222323A4,5,0,50000,32474,5537,11989,2676,374,46950
222323A4,6,0,50000,34851,4372,10777,2753,377,46870
222323A4,7,0,50000,40433,2423,7144,2969,247,46784
222323A4,8,0,50000,39400,5533,5067,3147,146,46707
222323A4,9,0,50000,22626,20217,7157,3100,309,46591
222323A4,K,0,50000,20672,5828,23500,1922,1375,46703
222323A4,A,0,50000,16933,6053,27014,1054,302,48644
222323A5,3,0,50000,37375,6655,5970,3085,425,46490
222323A5,4,0,50000,37397,6203,6400,3041,432,46527
222323A5,5,0,50000,38883,5235,5882,3064,442,46494
222323A5,6,0,50000,39193,5794,5013,3111,366,46523
222323A5,7,0,50000,42702,3388,3910,3177,280,46543
222323A5,8,0,50000,45037,2102,2861,3207,209,46584
222323A5,9,0,50000,42758,5503,1739,3306,123,46571
222323A5,K,0,50000,26394,18723,4883,3283,277,46440
222323A5,A,0,50000,23278,6461,20261,1370,982,47648
222323AA,3,0,50000,18578,0,31422,9065,1622,39313
222323AA,4,0,50000,21042,0,28958,9101,1498,39401
222323AA,5,0,50000,24775,0,25225,9370,1364,39266
222323AA,6,0,50000,25627,0,24373,10594,1348,38058
222323AA,7,0,50000,14853,0,35147,10622,1793,37585
222323AA,8,0,50000,13388,0,36612,11056,973,37971
222323AA,9,0,50000,12507,0,37493,10247,1804,37949
222323AA,K,0,50000,10547,0,39453,8298,2662,39040
222323AA,A,0,50000,5582,0,44418,5620,2991,41389
2223243A,3,0,50000,31047,6475,12478,2575,433,46992
2223243A,4,0,50000,30746,6427,12827,2673,450,46877
2223243A,5,0,50000,32595,5607,11798,2610,405,46985
2223243A,6,0,50000,34961,4322,10717,2614,377,47009
2223243A,7,0,50000,40431,2323,7246,3029,264,46707
2223243A,8,0,50000,39377,5562,5061,3130,165,46705
2223243A,9,0,50000,22854,19941,7205,3098,294,46608
2223243A,K,0,50000,20378,5767,23855,1925,1326,46749
2223243A,A,0,50000,17003,6227,26770,1026,317,48657
2223244A,3,0,50000,37483,6436,6081,3107,450,46443
2223244A,4,0,50000,37261,6429,6310,3050,472,46478
2223244A,5,0,50000,38341,5406,6253,3140,436,46424
2223244A,6,0,50000,39926,4379,5695,3141,443,46416
2223244A,7,0,50000,43036,3544,3420,3347,230,46423
2223244A,8,0,50000,44575,2081,3344,3287,232,46481
2223244A,9,0,50000,42831,5262,1907,3281,120,46599
2223244A,K,0,50000,26424,18558,5018,3210,297,46493
2223244A,A,0,50000,23103,6327,20570,1361,975,47664
222324A3,3,0,50000,30922,6630,12448,2604,446,46950
222324A3,4,0,50000,30867,6354,12779,2627,478,46895
222324A3,5,0,50000,32254,5615,12131,2658,361,46981
222324A3,6,0,50000,34720,4230,11050,2724,388,46888
222324A3,7,0,50000,40610,2285,7105,2993,245,46762
222324A3,8,0,50000,39320,5471,5209,3084,164,46752
222324A3,9,0,50000,22646,20050,7304,3085,309,46606
222324A3,K,0,50000,20581,5754,23665,1787,1387,46826
222324A3,A,0,50000,17072,6029,26899,1102,290,48608
222324A4,3,0,50000,37390,6402,6208,2946,406,46648
222324A4,4,0,50000,37230,6483,6287,3077,451,46472
222324A4,5,0,50000,38052,5562,6386,3054,470,46476
222324A4,6,0,50000,39984,4343,5673,3095,433,46472
222324A4,7,0,50000,42885,3577,3538,3153,246,46601
222324A4,8,0,50000,44629,2038,3333,3321,252,46427
222324A4,9,0,50000,42813,5360,1827,3218,116,46666
222324A4,K,0,50000,26558,18454,4988,3166,294,46540
222324A4,A,0,50000,23050,6270,20680,1321,975,47704
222324AA,3,0,50000,19150,5718,25132,6015,1018,42967
222324AA,4,0,50000,21224,5276,23500,5933,973,43094
222324AA,5,0,50000,24884,2798,22318,6943,1095,41962
222324AA,6,0,50000,25765,5389,18846,7253,908,41839
222324AA,7,0,50000,14638,20564,14798,7949,645,41406
222324AA,8,0,50000,13195,6314,30491,7314,1343,41343
222324AA,9,0,50000,12580,5898,31522,7389,681,41930
222324AA,K,0,50000,10160,5409,34431,5726,1944,42330
222324AA,A,0,50000,5557,5401,39042,3770,2034,44196
2223253A,3,0,50000,37470,6503,6027,3065,399,46536
2223253A,4,0,50000,37322,6315,6363,2996,435,46569
2223253A,5,0,50000,38906,5124,5970,3099,388,46513
2223253A,6,0,50000,39251,5807,4942,3173,356,46471
2223253A,7,0,50000,42689,3431,3880,3115,265,46620
2223253A,8,0,50000,44991,2114,2895,3262,200,46538
2223253A,9,0,50000,42969,5318,1713,3461,136,46403
2223253A,K,0,50000,26471,18529,5000,3172,271,46557
2223253A,A,0,50000,23022,6600,20378,1384,1001,47615
222325A3,3,0,50000,37526,6361,6113,3102,395,46503
222325A3,4,0,50000,37460,6126,6414,3039,422,46539
222325A3,5,0,50000,39029,5148,5823,2976,434,46590
222325A3,6,0,50000,39407,5664,4929,3188,346,46466
222325A3,7,0,50000,42651,3349,4000,3190,255,46555
222325A3,8,0,50000,44905,2167,2928,3277,234,46489
222325A3,9,0,50000,42846,5425,1729,3258,126,46616
222325A3,K,0,50000,26399,18884,4717,3193,288,46519
222325A3,A,0,50000,23123,6463,20414,1378,948,47674
222325AA,3,0,50000,25701,5766,18533,3499,618,45883
222325AA,4,0,50000,26567,5619,17814,4504,699,44797
222325AA,5,0,50000,27820,5268,16912,4596,706,44698
222325AA,6,0,50000,31259,2666,16075,4687,626,44687
222325AA,7,0,50000,34748,4647,10605,4959,396,44645
222325AA,8,0,50000,19493,20255,10252,5182,380,44438
222325AA,9,0,50000,18494,4967,26539,4553,1094,44353
222325AA,K,0,50000,15683,5456,28861,4109,561,45330
222325AA,A,0,50000,10672,6084,33244,2294,1640,46066
